Date,Campus,Bus,Driver,Route,Scheduled Time,Entry Time,Exit Time,First Unload Time,Time Difference between Entry Time and Scheduled Time,Time Difference between First Unload Time and Scheduled Time,NumberUnloadedAtCampus
8/26/2025 12:00:00 AM,Reynolds Elementary,874,Taylor B,REY05 AM,7:35:00 AM,7:26:49 AM,,7:26:49 AM,,,
8/26/2025 12:00:00 AM,Westfield Middle School,880,Johnson T,WES01 AM,8:05:00 AM,,,8:12:24 AM,,,
8/26/2025 12:00:00 AM,Westfield Middle School,881,Williams M,WES02 AM,8:05:00 AM,7:44:49 AM,,7:44:49 AM,,,
8/26/2025 12:00:00 AM,Westfield Middle School,882,Anderson C,WES03 AM,8:05:00 AM,7:59:27 AM,,7:59:27 AM,,,
8/26/2025 12:00:00 AM,Westfield Middle School,883,Anderson C,WES04 AM,8:05:00 AM,7:51:56 AM,,7:51:56 AM,,,
8/26/2025 12:00:00 AM,Lakewood Middle School,890,Taylor B,LAK01 AM,8:05:00 AM,7:43:36 AM,,7:43:36 AM,,,
8/26/2025 12:00:00 AM,Lakewood Middle School,891,Thomas D,LAK02 AM,8:05:00 AM,7:51:20 AM,,7:51:20 AM,,,
8/26/2025 12:00:00 AM,Lakewood Middle School,892,Wilson J,LAK03 AM,8:05:00 AM,7:47:22 AM,,7:47:22 AM,,,
8/26/2025 12:00:00 AM,Lakewood Middle School,893,Williams M,LAK04 AM,8:05:00 AM,8:07:55 AM,,8:07:55 AM,,,
8/26/2025 12:00:00 AM,Riverside Middle School,900,Anderson C,RIV01 AM,8:05:00 AM,7:52:01 AM,,7:52:01 AM,,,
8/26/2025 12:00:00 AM,Riverside Middle School,901,Taylor B,RIV02 AM,8:05:00 AM,7:54:21 AM,,7:54:21 AM,,,
8/26/2025 12:00:00 AM,Riverside Middle School,902,Anderson C,RIV03 AM,8:05:00 AM,7:52:03 AM,,7:52:03 AM,,,
8/26/2025 12:00:00 AM,Riverside Middle School,903,Thomas D,RIV04 AM,8:05:00 AM,7:58:36 AM,,7:58:36 AM,,,
8/26/2025 12:00:00 AM,Metro High School,910,Miller S,MET01 AM,8:55:00 AM,8:33:20 AM,,8:33:20 AM,,,
8/26/2025 12:00:00 AM,Metro High School,911,Johnson T,MET02 AM,8:55:00 AM,8:34:55 AM,,8:34:55 AM,,,
8/26/2025 12:00:00 AM,Metro High School,912,Thomas D,MET03 AM,8:55:00 AM,9:10:27 AM,,9:10:27 AM,,,
8/26/2025 12:00:00 AM,Northgate High School,920,Moore A,NOR01 AM,8:55:00 AM,8:48:40 AM,,8:48:40 AM,,,
8/26/2025 12:00:00 AM,Northgate High School,921,Moore A,NOR02 AM,8:55:00 AM,,,8:46:29 AM,,,
8/26/2025 12:00:00 AM,Northgate High School,922,Brown K,NOR03 AM,8:55:00 AM,8:50:16 AM,,8:50:16 AM,,,
8/27/2025 12:00:00 AM,Anderson Elementary,800,Johnson T,AND01 AM,7:35:00 AM,7:28:20 AM,,7:28:20 AM,,,
8/27/2025 12:00:00 AM,Anderson Elementary,801,Brown K,AND02 AM,7:35:00 AM,7:12:47 AM,,7:12:47 AM,,,
8/27/2025 12:00:00 AM,Anderson Elementary,802,Williams M,AND03 AM,7:35:00 AM,7:27:49 AM,,7:27:49 AM,,,
8/27/2025 12:00:00 AM,Anderson Elementary,803,Moore A,AND04 AM,7:35:00 AM,7:27:11 AM,,7:27:11 AM,,,
8/27/2025 12:00:00 AM,Anderson Elementary,804,Williams M,AND05 AM,7:35:00 AM,7:17:30 AM,,7:17:30 AM,,,
8/27/2025 12:00:00 AM,Bammel Elementary,810,Miller S,BAM01 AM,7:35:00 AM,7:11:02 AM,,7:11:02 AM,,,
8/27/2025 12:00:00 AM,Bammel Elementary,811,Wilson J,BAM02 AM,7:35:00 AM,7:46:07 AM,,7:46:07 AM,,,
8/27/2025 12:00:00 AM,Bammel Elementary,812,Williams M,BAM03 AM,7:35:00 AM,7:48:15 AM,,7:48:15 AM,,,
8/27/2025 12:00:00 AM,Bammel Elementary,813,Johnson T,BAM04 AM,7:35:00 AM,7:28:52 AM,,7:28:52 AM,,,
8/27/2025 12:00:00 AM,Bammel Elementary,814,Brown K,BAM05 AM,7:35:00 AM,7:14:04 AM,,7:14:04 AM,,,
8/27/2025 12:00:00 AM,Cooper Elementary,820,Johnson T,COO01 AM,7:35:00 AM,7:25:40 AM,,7:25:40 AM,,,
8/27/2025 12:00:00 AM,Cooper Elementary,821,Brown K,COO02 AM,7:35:00 AM,7:10:48 AM,,7:10:48 AM,,,
8/27/2025 12:00:00 AM,Cooper Elementary,822,Brown K,COO03 AM,7:35:00 AM,7:20:51 AM,,7:20:51 AM,,,
8/27/2025 12:00:00 AM,Cooper Elementary,823,Johnson T,COO04 AM,7:35:00 AM,7:50:35 AM,,7:50:35 AM,,,
8/27/2025 12:00:00 AM,Cooper Elementary,824,Moore A,COO05 AM,7:35:00 AM,7:11:16 AM,,7:11:16 AM,,,
8/27/2025 12:00:00 AM,Heritage Elementary,830,Taylor B,HER01 AM,7:35:00 AM,7:15:07 AM,,7:15:07 AM,,,
8/27/2025 12:00:00 AM,Heritage Elementary,831,Brown K,HER02 AM,7:35:00 AM,7:24:38 AM,,7:24:38 AM,,,
8/27/2025 12:00:00 AM,Heritage Elementary,832,Miller S,HER03 AM,7:35:00 AM,7:39:39 AM,,7:39:39 AM,,,
8/27/2025 12:00:00 AM,Heritage Elementary,833,Wilson J,HER04 AM,7:35:00 AM,7:42:43 AM,,7:42:43 AM,,,
8/27/2025 12:00:00 AM,Heritage Elementary,834,Johnson T,HER05 AM,7:35:00 AM,7:23:30 AM,,7:23:30 AM,,,
8/27/2025 12:00:00 AM,Jenkins Elementary,840,Miller S,JEN01 AM,7:35:00 AM,7:18:19 AM,,7:18:19 AM,,,
8/27/2025 12:00:00 AM,Jenkins Elementary,841,Anderson C,JEN02 AM,7:35:00 AM,7:20:56 AM,,7:20:56 AM,,,
8/27/2025 12:00:00 AM,Jenkins Elementary,842,Brown K,JEN03 AM,7:35:00 AM,7:22:47 AM,,7:22:47 AM,,,
8/27/2025 12:00:00 AM,Jenkins Elementary,843,Wilson J,JEN04 AM,7:35:00 AM,7:25:20 AM,,7:25:20 AM,,,
8/27/2025 12:00:00 AM,Jenkins Elementary,844,Davis R,JEN05 AM,7:35:00 AM,,,7:23:10 AM,,,
8/27/2025 12:00:00 AM,Lewis Elementary,850,Taylor B,LEW01 AM,7:35:00 AM,7:13:31 AM,,7:13:31 AM,,,
8/27/2025 12:00:00 AM,Lewis Elementary,851,Miller S,LEW02 AM,7:35:00 AM,7:25:47 AM,,7:25:47 AM,,,
8/27/2025 12:00:00 AM,Lewis Elementary,852,Thomas D,LEW03 AM,7:35:00 AM,7:28:15 AM,,7:28:15 AM,,,
8/27/2025 12:00:00 AM,Lewis Elementary,853,Wilson J,LEW04 AM,7:35:00 AM,7:27:53 AM,,7:27:53 AM,,,
8/27/2025 12:00:00 AM,Lewis Elementary,854,Johnson T,LEW05 AM,7:35:00 AM,7:29:41 AM,,7:29:41 AM,,,
8/27/2025 12:00:00 AM,Marshall Elementary,860,Davis R,MAR01 AM,7:35:00 AM,7:48:41 AM,,7:48:41 AM,,,
8/27/2025 12:00:00 AM,Marshall Elementary,861,Davis R,MAR02 AM,7:35:00 AM,7:49:25 AM,,7:49:25 AM,,,
8/27/2025 12:00:00 AM,Marshall Elementary,862,Miller S,MAR03 AM,7:35:00 AM,7:17:47 AM,,7:17:47 AM,,,
8/27/2025 12:00:00 AM,Marshall Elementary,863,Davis R,MAR04 AM,7:35:00 AM,7:18:30 AM,,7:18:30 AM,,,
8/27/2025 12:00:00 AM,Marshall Elementary,864,Moore A,MAR05 AM,7:35:00 AM,7:14:21 AM,,7:14:21 AM,,,
8/27/2025 12:00:00 AM,Reynolds Elementary,870,Miller S,REY01 AM,7:35:00 AM,7:28:58 AM,,7:28:58 AM,,,
8/27/2025 12:00:00 AM,Reynolds Elementary,871,Moore A,REY02 AM,7:35:00 AM,7:29:35 AM,,7:29:35 AM,,,
8/27/2025 12:00:00 AM,Reynolds Elementary,872,Miller S,REY03 AM,7:35:00 AM,7:12:05 AM,,7:12:05 AM,,,
8/27/2025 12:00:00 AM,Reynolds Elementary,873,Williams M,REY04 AM,7:35:00 AM,7:21:20 AM,,7:21:20 AM,,,
8/27/2025 12:00:00 AM,Reynolds Elementary,874,Brown K,REY05 AM,7:35:00 AM,7:11:16 AM,,7:11:16 AM,,,
8/27/2025 12:00:00 AM,Westfield Middle School,880,Taylor B,WES01 AM,8:05:00 AM,7:48:55 AM,,7:48:55 AM,,,
8/27/2025 12:00:00 AM,Westfield Middle School,881,Moore A,WES02 AM,8:05:00 AM,8:07:08 AM,,8:07:08 AM,,,
8/27/2025 12:00:00 AM,Westfield Middle School,882,Brown K,WES03 AM,8:05:00 AM,7:47:53 AM,,7:47:53 AM,,,
8/27/2025 12:00:00 AM,Westfield Middle School,883,Brown K,WES04 AM,8:05:00 AM,8:17:44 AM,,8:17:44 AM,,,
8/27/2025 12:00:00 AM,Lakewood Middle School,890,Moore A,LAK01 AM,8:05:00 AM,8:00:06 AM,,8:00:06 AM,,,
8/27/2025 12:00:00 AM,Lakewood Middle School,891,Johnson T,LAK02 AM,8:05:00 AM,7:45:32 AM,,7:45:32 AM,,,
8/27/2025 12:00:00 AM,Lakewood Middle School,892,Moore A,LAK03 AM,8:05:00 AM,7:43:04 AM,,7:43:04 AM,,,
8/27/2025 12:00:00 AM,Lakewood Middle School,893,Moore A,LAK04 AM,8:05:00 AM,7:51:46 AM,,7:51:46 AM,,,
8/27/2025 12:00:00 AM,Riverside Middle School,900,Thomas D,RIV01 AM,8:05:00 AM,7:46:08 AM,,7:46:08 AM,,,
8/27/2025 12:00:00 AM,Riverside Middle School,901,Brown K,RIV02 AM,8:05:00 AM,7:51:44 AM,,7:51:44 AM,,,
8/27/2025 12:00:00 AM,Riverside Middle School,902,Miller S,RIV03 AM,8:05:00 AM,7:43:03 AM,,7:43:03 AM,,,
8/27/2025 12:00:00 AM,Riverside Middle School,903,Williams M,RIV04 AM,8:05:00 AM,7:57:39 AM,,7:57:39 AM,,,
8/27/2025 12:00:00 AM,Metro High School,910,Anderson C,MET01 AM,8:55:00 AM,8:46:54 AM,,8:46:54 AM,,,
8/27/2025 12:00:00 AM,Metro High School,911,Taylor B,MET02 AM,8:55:00 AM,9:08:07 AM,,9:08:07 AM,,,
8/27/2025 12:00:00 AM,Metro High School,912,Brown K,MET03 AM,8:55:00 AM,8:44:58 AM,,8:44:58 AM,,,
8/27/2025 12:00:00 AM,Northgate High School,920,Wilson J,NOR01 AM,8:55:00 AM,8:46:07 AM,,8:46:07 AM,,,
8/27/2025 12:00:00 AM,Northgate High School,921,Miller S,NOR02 AM,8:55:00 AM,8:48:17 AM,,8:48:17 AM,,,
8/27/2025 12:00:00 AM,Northgate High School,922,Davis R,NOR03 AM,8:55:00 AM,8:37:26 AM,,8:37:26 AM,,,
8/28/2025 12:00:00 AM,Anderson Elementary,800,Johnson T,AND01 AM,7:35:00 AM,7:14:04 AM,,7:14:04 AM,,,
8/28/2025 12:00:00 AM,Anderson Elementary,801,Brown K,AND02 AM,7:35:00 AM,7:36:40 AM,,7:36:40 AM,,,
8/28/2025 12:00:00 AM,Anderson Elementary,802,Wilson J,AND03 AM,7:35:00 AM,7:36:52 AM,,7:36:52 AM,,,
8/28/2025 12:00:00 AM,Anderson Elementary,803,Anderson C,AND04 AM,7:35:00 AM,7:11:41 AM,,7:11:41 AM,,,
8/28/2025 12:00:00 AM,Anderson Elementary,804,Johnson T,AND05 AM,7:35:00 AM,7:18:46 AM,,7:18:46 AM,,,
8/28/2025 12:00:00 AM,Bammel Elementary,810,Anderson C,BAM01 AM,7:35:00 AM,,,7:12:37 AM,,,
8/28/2025 12:00:00 AM,Bammel Elementary,811,Johnson T,BAM02 AM,7:35:00 AM,7:40:40 AM,,7:40:40 AM,,,
8/28/2025 12:00:00 AM,Bammel Elementary,812,Wilson J,BAM03 AM,7:35:00 AM,7:48:47 AM,,7:48:47 AM,,,
8/28/2025 12:00:00 AM,Bammel Elementary,813,Wilson J,BAM04 AM,7:35:00 AM,7:12:43 AM,,7:12:43 AM,,,
8/28/2025 12:00:00 AM,Bammel Elementary,814,Wilson J,BAM05 AM,7:35:00 AM,7:26:45 AM,,7:26:45 AM,,,
8/28/2025 12:00:00 AM,Cooper Elementary,820,Williams M,COO01 AM,7:35:00 AM,7:14:25 AM,,7:14:25 AM,,,
8/28/2025 12:00:00 AM,Cooper Elementary,821,Taylor B,COO02 AM,7:35:00 AM,7:17:52 AM,,7:17:52 AM,,,
8/28/2025 12:00:00 AM,Cooper Elementary,822,Anderson C,COO03 AM,7:35:00 AM,7:24:29 AM,,7:24:29 AM,,,
8/28/2025 12:00:00 AM,Cooper Elementary,823,Wilson J,COO04 AM,7:35:00 AM,7:29:33 AM,,7:29:33 AM,,,
8/28/2025 12:00:00 AM,Cooper Elementary,824,Thomas D,COO05 AM,7:35:00 AM,7:21:56 AM,,7:21:56 AM,,,
8/28/2025 12:00:00 AM,Heritage Elementary,830,Johnson T,HER01 AM,7:35:00 AM,7:12:19 AM,,7:12:19 AM,,,
8/28/2025 12:00:00 AM,Heritage Elementary,831,Taylor B,HER02 AM,7:35:00 AM,7:16:09 AM,,7:16:09 AM,,,
8/28/2025 12:00:00 AM,Heritage Elementary,832,Moore A,HER03 AM,7:35:00 AM,7:29:42 AM,,7:29:42 AM,,,
8/28/2025 12:00:00 AM,Heritage Elementary,833,Williams M,HER04 AM,7:35:00 AM,7:28:12 AM,,7:28:12 AM,,,
8/28/2025 12:00:00 AM,Heritage Elementary,834,Johnson T,HER05 AM,7:35:00 AM,7:13:11 AM,,7:13:11 AM,,,
8/28/2025 12:00:00 AM,Jenkins Elementary,840,Anderson C,JEN01 AM,7:35:00 AM,7:18:37 AM,,7:18:37 AM,,,
8/28/2025 12:00:00 AM,Jenkins Elementary,841,Miller S,JEN02 AM,7:35:00 AM,7:27:34 AM,,7:27:34 AM,,,
8/28/2025 12:00:00 AM,Jenkins Elementary,842,Brown K,JEN03 AM,7:35:00 AM,,,7:18:19 AM,,,
8/28/2025 12:00:00 AM,Jenkins Elementary,843,Moore A,JEN04 AM,7:35:00 AM,7:50:07 AM,,7:50:07 AM,,,
8/28/2025 12:00:00 AM,Jenkins Elementary,844,Williams M,JEN05 AM,7:35:00 AM,7:20:29 AM,,7:20:29 AM,,,
8/28/2025 12:00:00 AM,Lewis Elementary,850,Anderson C,LEW01 AM,7:35:00 AM,7:46:06 AM,,7:46:06 AM,,,
8/28/2025 12:00:00 AM,Lewis Elementary,851,Anderson C,LEW02 AM,7:35:00 AM,7:26:23 AM,,7:26:23 AM,,,
8/28/2025 12:00:00 AM,Lewis Elementary,852,Taylor B,LEW03 AM,7:35:00 AM,7:45:18 AM,,7:45:18 AM,,,
8/28/2025 12:00:00 AM,Lewis Elementary,853,Davis R,LEW04 AM,7:35:00 AM,7:14:18 AM,,7:14:18 AM,,,
8/28/2025 12:00:00 AM,Lewis Elementary,854,Anderson C,LEW05 AM,7:35:00 AM,7:50:27 AM,,7:50:27 AM,,,
8/28/2025 12:00:00 AM,Marshall Elementary,860,Davis R,MAR01 AM,7:35:00 AM,7:20:21 AM,,7:20:21 AM,,,
8/28/2025 12:00:00 AM,Marshall Elementary,861,Taylor B,MAR02 AM,7:35:00 AM,7:30:43 AM,,7:30:43 AM,,,
8/28/2025 12:00:00 AM,Marshall Elementary,862,Williams M,MAR03 AM,7:35:00 AM,7:16:43 AM,,7:16:43 AM,,,
8/28/2025 12:00:00 AM,Marshall Elementary,863,Taylor B,MAR04 AM,7:35:00 AM,,,7:22:48 AM,,,
8/28/2025 12:00:00 AM,Marshall Elementary,864,Miller S,MAR05 AM,7:35:00 AM,7:39:14 AM,,7:39:14 AM,,,
8/28/2025 12:00:00 AM,Reynolds Elementary,870,Moore A,REY01 AM,7:35:00 AM,7:22:36 AM,,7:22:36 AM,,,
8/28/2025 12:00:00 AM,Reynolds Elementary,871,Brown K,REY02 AM,7:35:00 AM,7:26:47 AM,,7:26:47 AM,,,
8/28/2025 12:00:00 AM,Reynolds Elementary,872,Johnson T,REY03 AM,7:35:00 AM,7:47:43 AM,,7:47:43 AM,,,
8/28/2025 12:00:00 AM,Reynolds Elementary,873,Wilson J,REY04 AM,7:35:00 AM,7:17:17 AM,,7:17:17 AM,,,
8/28/2025 12:00:00 AM,Reynolds Elementary,874,Miller S,REY05 AM,7:35:00 AM,7:44:28 AM,,7:44:28 AM,,,
8/28/2025 12:00:00 AM,Westfield Middle School,880,Moore A,WES01 AM,8:05:00 AM,8:20:15 AM,,8:20:15 AM,,,
8/28/2025 12:00:00 AM,Westfield Middle School,881,Johnson T,WES02 AM,8:05:00 AM,7:40:59 AM,,7:40:59 AM,,,
8/28/2025 12:00:00 AM,Westfield Middle School,882,Davis R,WES03 AM,8:05:00 AM,8:18:38 AM,,8:18:38 AM,,,
8/28/2025 12:00:00 AM,Westfield Middle School,883,Wilson J,WES04 AM,8:05:00 AM,8:17:04 AM,,8:17:04 AM,,,
8/28/2025 12:00:00 AM,Lakewood Middle School,890,Williams M,LAK01 AM,8:05:00 AM,7:43:03 AM,,7:43:03 AM,,,
8/28/2025 12:00:00 AM,Lakewood Middle School,891,Taylor B,LAK02 AM,8:05:00 AM,7:47:56 AM,,7:47:56 AM,,,
8/28/2025 12:00:00 AM,Lakewood Middle School,892,Thomas D,LAK03 AM,8:05:00 AM,7:57:00 AM,,7:57:00 AM,,,
8/28/2025 12:00:00 AM,Lakewood Middle School,893,Wilson J,LAK04 AM,8:05:00 AM,7:41:28 AM,,7:41:28 AM,,,
8/28/2025 12:00:00 AM,Riverside Middle School,900,Wilson J,RIV01 AM,8:05:00 AM,7:43:49 AM,,7:43:49 AM,,,
8/28/2025 12:00:00 AM,Riverside Middle School,901,Brown K,RIV02 AM,8:05:00 AM,7:44:52 AM,,7:44:52 AM,,,
8/28/2025 12:00:00 AM,Riverside Middle School,902,Davis R,RIV03 AM,8:05:00 AM,7:46:38 AM,,7:46:38 AM,,,
8/28/2025 12:00:00 AM,Riverside Middle School,903,Taylor B,RIV04 AM,8:05:00 AM,7:59:31 AM,,7:59:31 AM,,,
8/28/2025 12:00:00 AM,Metro High School,910,Wilson J,MET01 AM,8:55:00 AM,9:02:13 AM,,9:02:13 AM,,,
8/28/2025 12:00:00 AM,Metro High School,911,Taylor B,MET02 AM,8:55:00 AM,8:32:58 AM,,8:32:58 AM,,,
8/28/2025 12:00:00 AM,Metro High School,912,Brown K,MET03 AM,8:55:00 AM,8:33:15 AM,,8:33:15 AM,,,
8/28/2025 12:00:00 AM,Northgate High School,920,Williams M,NOR01 AM,8:55:00 AM,8:44:19 AM,,8:44:19 AM,,,
8/28/2025 12:00:00 AM,Northgate High School,921,Moore A,NOR02 AM,8:55:00 AM,8:48:07 AM,,8:48:07 AM,,,
8/28/2025 12:00:00 AM,Northgate High School,922,Moore A,NOR03 AM,8:55:00 AM,8:59:58 AM,,8:59:58 AM,,,
8/29/2025 12:00:00 AM,Anderson Elementary,800,Johnson T,AND01 AM,7:35:00 AM,7:22:55 AM,,7:22:55 AM,,,
8/29/2025 12:00:00 AM,Anderson Elementary,801,Thomas D,AND02 AM,7:35:00 AM,7:14:24 AM,,7:14:24 AM,,,
8/29/2025 12:00:00 AM,Anderson Elementary,802,Taylor B,AND03 AM,7:35:00 AM,7:15:30 AM,,7:15:30 AM,,,
8/29/2025 12:00:00 AM,Anderson Elementary,803,Davis R,AND04 AM,7:35:00 AM,7:23:25 AM,,7:23:25 AM,,,
8/29/2025 12:00:00 AM,Anderson Elementary,804,Williams M,AND05 AM,7:35:00 AM,7:28:18 AM,,7:28:18 AM,,,
8/29/2025 12:00:00 AM,Bammel Elementary,810,Taylor B,BAM01 AM,7:35:00 AM,7:19:51 AM,,7:19:51 AM,,,
8/29/2025 12:00:00 AM,Bammel Elementary,811,Williams M,BAM02 AM,7:35:00 AM,7:14:32 AM,,7:14:32 AM,,,
8/29/2025 12:00:00 AM,Bammel Elementary,812,Anderson C,BAM03 AM,7:35:00 AM,7:24:43 AM,,7:24:43 AM,,,
8/29/2025 12:00:00 AM,Bammel Elementary,813,Anderson C,BAM04 AM,7:35:00 AM,7:36:49 AM,,7:36:49 AM,,,
8/29/2025 12:00:00 AM,Bammel Elementary,814,Anderson C,BAM05 AM,7:35:00 AM,7:38:55 AM,,7:38:55 AM,,,
8/29/2025 12:00:00 AM,Cooper Elementary,820,Taylor B,COO01 AM,7:35:00 AM,7:16:21 AM,,7:16:21 AM,,,
8/29/2025 12:00:00 AM,Cooper Elementary,821,Anderson C,COO02 AM,7:35:00 AM,7:26:36 AM,,7:26:36 AM,,,
8/29/2025 12:00:00 AM,Cooper Elementary,822,Moore A,COO03 AM,7:35:00 AM,7:18:48 AM,,7:18:48 AM,,,
8/29/2025 12:00:00 AM,Cooper Elementary,823,Wilson J,COO04 AM,7:35:00 AM,7:11:58 AM,,7:11:58 AM,,,
8/29/2025 12:00:00 AM,Cooper Elementary,824,Williams M,COO05 AM,7:35:00 AM,7:16:40 AM,,7:16:40 AM,,,
8/29/2025 12:00:00 AM,Heritage Elementary,830,Johnson T,HER01 AM,7:35:00 AM,7:28:58 AM,,7:28:58 AM,,,
8/29/2025 12:00:00 AM,Heritage Elementary,831,Anderson C,HER02 AM,7:35:00 AM,7:20:55 AM,,7:20:55 AM,,,
8/29/2025 12:00:00 AM,Heritage Elementary,832,Davis R,HER03 AM,7:35:00 AM,7:24:19 AM,,7:24:19 AM,,,
8/29/2025 12:00:00 AM,Heritage Elementary,833,Davis R,HER04 AM,7:35:00 AM,7:26:28 AM,,7:26:28 AM,,,
8/29/2025 12:00:00 AM,Heritage Elementary,834,Taylor B,HER05 AM,7:35:00 AM,7:28:18 AM,,7:28:18 AM,,,
8/29/2025 12:00:00 AM,Jenkins Elementary,840,Brown K,JEN01 AM,7:35:00 AM,7:25:57 AM,,7:25:57 AM,,,
8/29/2025 12:00:00 AM,Jenkins Elementary,841,Johnson T,JEN02 AM,7:35:00 AM,7:25:17 AM,,7:25:17 AM,,,
8/29/2025 12:00:00 AM,Jenkins Elementary,842,Taylor B,JEN03 AM,7:35:00 AM,7:13:07 AM,,7:13:07 AM,,,
8/29/2025 12:00:00 AM,Jenkins Elementary,843,Anderson C,JEN04 AM,7:35:00 AM,7:30:04 AM,,7:30:04 AM,,,
8/29/2025 12:00:00 AM,Jenkins Elementary,844,Miller S,JEN05 AM,7:35:00 AM,7:26:20 AM,,7:26:20 AM,,,
8/29/2025 12:00:00 AM,Lewis Elementary,850,Taylor B,LEW01 AM,7:35:00 AM,7:49:10 AM,,7:49:10 AM,,,
8/29/2025 12:00:00 AM,Lewis Elementary,851,Williams M,LEW02 AM,7:35:00 AM,7:30:43 AM,,7:30:43 AM,,,
8/29/2025 12:00:00 AM,Lewis Elementary,852,Taylor B,LEW03 AM,7:35:00 AM,7:10:51 AM,,7:10:51 AM,,,
8/29/2025 12:00:00 AM,Lewis Elementary,853,Moore A,LEW04 AM,7:35:00 AM,7:23:23 AM,,7:23:23 AM,,,
8/29/2025 12:00:00 AM,Lewis Elementary,854,Williams M,LEW05 AM,7:35:00 AM,7:27:51 AM,,7:27:51 AM,,,
8/29/2025 12:00:00 AM,Marshall Elementary,860,Anderson C,MAR01 AM,7:35:00 AM,7:11:13 AM,,7:11:13 AM,,,
8/29/2025 12:00:00 AM,Marshall Elementary,861,Moore A,MAR02 AM,7:35:00 AM,7:30:24 AM,,7:30:24 AM,,,
8/29/2025 12:00:00 AM,Marshall Elementary,862,Davis R,MAR03 AM,7:35:00 AM,7:11:31 AM,,7:11:31 AM,,,
8/29/2025 12:00:00 AM,Marshall Elementary,863,Wilson J,MAR04 AM,7:35:00 AM,7:47:24 AM,,7:47:24 AM,,,
8/29/2025 12:00:00 AM,Marshall Elementary,864,Wilson J,MAR05 AM,7:35:00 AM,7:12:28 AM,,7:12:28 AM,,,
8/29/2025 12:00:00 AM,Reynolds Elementary,870,Davis R,REY01 AM,7:35:00 AM,7:23:39 AM,,7:23:39 AM,,,
8/29/2025 12:00:00 AM,Reynolds Elementary,871,Thomas D,REY02 AM,7:35:00 AM,7:43:47 AM,,7:43:47 AM,,,
8/29/2025 12:00:00 AM,Reynolds Elementary,872,Miller S,REY03 AM,7:35:00 AM,7:23:54 AM,,7:23:54 AM,,,
8/29/2025 12:00:00 AM,Reynolds Elementary,873,Davis R,REY04 AM,7:35:00 AM,7:18:33 AM,,7:18:33 AM,,,
8/29/2025 12:00:00 AM,Reynolds Elementary,874,Brown K,REY05 AM,7:35:00 AM,7:38:05 AM,,7:38:05 AM,,,
8/29/2025 12:00:00 AM,Westfield Middle School,880,Taylor B,WES01 AM,8:05:00 AM,7:54:15 AM,,7:54:15 AM,,,
8/29/2025 12:00:00 AM,Westfield Middle School,881,Taylor B,WES02 AM,8:05:00 AM,7:49:25 AM,,7:49:25 AM,,,
8/29/2025 12:00:00 AM,Westfield Middle School,882,Taylor B,WES03 AM,8:05:00 AM,7:48:27 AM,,7:48:27 AM,,,
8/29/2025 12:00:00 AM,Westfield Middle School,883,Miller S,WES04 AM,8:05:00 AM,7:48:35 AM,,7:48:35 AM,,,
8/29/2025 12:00:00 AM,Lakewood Middle School,890,Johnson T,LAK01 AM,8:05:00 AM,7:49:31 AM,,7:49:31 AM,,,
8/29/2025 12:00:00 AM,Lakewood Middle School,891,Moore A,LAK02 AM,8:05:00 AM,7:57:24 AM,,7:57:24 AM,,,
8/29/2025 12:00:00 AM,Lakewood Middle School,892,Taylor B,LAK03 AM,8:05:00 AM,7:49:44 AM,,7:49:44 AM,,,
8/29/2025 12:00:00 AM,Lakewood Middle School,893,Johnson T,LAK04 AM,8:05:00 AM,7:40:09 AM,,7:40:09 AM,,,
8/29/2025 12:00:00 AM,Riverside Middle School,900,Williams M,RIV01 AM,8:05:00 AM,7:40:45 AM,,7:40:45 AM,,,
8/29/2025 12:00:00 AM,Riverside Middle School,901,Moore A,RIV02 AM,8:05:00 AM,7:51:32 AM,,7:51:32 AM,,,
8/29/2025 12:00:00 AM,Riverside Middle School,902,Thomas D,RIV03 AM,8:05:00 AM,7:49:52 AM,,7:49:52 AM,,,
8/29/2025 12:00:00 AM,Riverside Middle School,903,Taylor B,RIV04 AM,8:05:00 AM,7:58:49 AM,,7:58:49 AM,,,
8/29/2025 12:00:00 AM,Metro High School,910,Brown K,MET01 AM,8:55:00 AM,8:45:32 AM,,8:45:32 AM,,,
8/29/2025 12:00:00 AM,Metro High School,911,Davis R,MET02 AM,8:55:00 AM,8:37:28 AM,,8:37:28 AM,,,
8/29/2025 12:00:00 AM,Metro High School,912,Miller S,MET03 AM,8:55:00 AM,8:50:37 AM,,8:50:37 AM,,,
8/29/2025 12:00:00 AM,Northgate High School,920,Thomas D,NOR01 AM,8:55:00 AM,8:49:06 AM,,8:49:06 AM,,,
8/29/2025 12:00:00 AM,Northgate High School,921,Moore A,NOR02 AM,8:55:00 AM,8:40:20 AM,,8:40:20 AM,,,
8/29/2025 12:00:00 AM,Northgate High School,922,Williams M,NOR03 AM,8:55:00 AM,8:38:46 AM,,8:38:46 AM,,,
9/1/2025 12:00:00 AM,Anderson Elementary,800,Taylor B,AND01 AM,7:35:00 AM,7:15:32 AM,,7:15:32 AM,,,
9/1/2025 12:00:00 AM,Anderson Elementary,801,Johnson T,AND02 AM,7:35:00 AM,7:47:20 AM,,7:47:20 AM,,,
9/1/2025 12:00:00 AM,Anderson Elementary,802,Taylor B,AND03 AM,7:35:00 AM,7:49:44 AM,,7:49:44 AM,,,
