Date,Campus,Bus,Driver,Route,Scheduled Time,Entry Time,Exit Time,Last Load Time,Time Difference between Entry Time and Scheduled Time,Time Difference between Last Load Time and Scheduled Time,NumberLoadedAtCampus
9/3/2025 12:00:00 AM,Heritage Elementary,930,Miller S,HER01 PM,2:40:00 PM,2:51:46 PM,,2:51:46 PM,,,
9/3/2025 12:00:00 AM,Heritage Elementary,931,Thomas D,HER02 PM,2:40:00 PM,2:56:23 PM,,2:56:23 PM,,,
9/3/2025 12:00:00 AM,Heritage Elementary,932,Brown K,HER03 PM,2:40:00 PM,3:31:33 PM,,3:31:33 PM,,,
9/3/2025 12:00:00 AM,Heritage Elementary,933,Brown K,HER04 PM,2:40:00 PM,2:56:23 PM,,2:56:23 PM,,,
9/3/2025 12:00:00 AM,Heritage Elementary,934,Johnson T,HER05 PM,2:40:00 PM,3:39:14 PM,,3:39:14 PM,,,
9/3/2025 12:00:00 AM,Jenkins Elementary,940,Thomas D,JEN01 PM,2:40:00 PM,3:32:04 PM,,3:32:04 PM,,,
9/3/2025 12:00:00 AM,Jenkins Elementary,941,Moore A,JEN02 PM,2:40:00 PM,2:53:26 PM,,2:53:26 PM,,,
9/3/2025 12:00:00 AM,Jenkins Elementary,942,Thomas D,JEN03 PM,2:40:00 PM,3:03:00 PM,,3:03:00 PM,,,
9/3/2025 12:00:00 AM,Jenkins Elementary,943,Moore A,JEN04 PM,2:40:00 PM,3:00:06 PM,,3:00:06 PM,,,
9/3/2025 12:00:00 AM,Jenkins Elementary,944,Miller S,JEN05 PM,2:40:00 PM,2:57:19 PM,,2:57:19 PM,,,
9/3/2025 12:00:00 AM,Lewis Elementary,950,Williams M,LEW01 PM,2:40:00 PM,2:48:20 PM,,2:48:20 PM,,,
9/3/2025 12:00:00 AM,Lewis Elementary,951,Brown K,LEW02 PM,2:40:00 PM,2:46:16 PM,,2:46:16 PM,,,
9/3/2025 12:00:00 AM,Lewis Elementary,952,Johnson T,LEW03 PM,2:40:00 PM,2:53:44 PM,,2:53:44 PM,,,
9/3/2025 12:00:00 AM,Lewis Elementary,953,Taylor B,LEW04 PM,2:40:00 PM,3:39:26 PM,,3:39:26 PM,,,
9/3/2025 12:00:00 AM,Lewis Elementary,954,Anderson C,LEW05 PM,2:40:00 PM,3:00:14 PM,,3:00:14 PM,,,
9/3/2025 12:00:00 AM,Marshall Elementary,960,Williams M,MAR01 PM,2:40:00 PM,3:00:03 PM,,3:00:03 PM,,,
9/3/2025 12:00:00 AM,Marshall Elementary,961,Moore A,MAR02 PM,2:40:00 PM,2:55:48 PM,,2:55:48 PM,,,
9/3/2025 12:00:00 AM,Marshall Elementary,962,Brown K,MAR03 PM,2:40:00 PM,3:38:39 PM,,3:38:39 PM,,,
9/3/2025 12:00:00 AM,Marshall Elementary,963,Williams M,MAR04 PM,2:40:00 PM,2:59:56 PM,,2:59:56 PM,,,
9/3/2025 12:00:00 AM,Marshall Elementary,964,Johnson T,MAR05 PM,2:40:00 PM,2:48:59 PM,,2:48:59 PM,,,
9/3/2025 12:00:00 AM,Reynolds Elementary,970,Davis R,REY01 PM,2:40:00 PM,2:48:03 PM,,2:48:03 PM,,,
9/3/2025 12:00:00 AM,Reynolds Elementary,971,Miller S,REY02 PM,2:40:00 PM,2:48:43 PM,,2:48:43 PM,,,
9/3/2025 12:00:00 AM,Reynolds Elementary,972,Davis R,REY03 PM,2:40:00 PM,2:52:56 PM,,2:52:56 PM,,,
9/3/2025 12:00:00 AM,Reynolds Elementary,973,Moore A,REY04 PM,2:40:00 PM,3:07:38 PM,,3:07:38 PM,,,
9/3/2025 12:00:00 AM,Reynolds Elementary,974,Brown K,REY05 PM,2:40:00 PM,2:47:10 PM,,2:47:10 PM,,,
9/3/2025 12:00:00 AM,Westfield Middle School,980,Johnson T,WES01 PM,3:10:00 PM,3:36:48 PM,,3:36:48 PM,,,
9/3/2025 12:00:00 AM,Westfield Middle School,981,Taylor B,WES02 PM,3:10:00 PM,3:33:43 PM,,3:33:43 PM,,,
9/3/2025 12:00:00 AM,Westfield Middle School,982,Anderson C,WES03 PM,3:10:00 PM,3:29:31 PM,,3:29:31 PM,,,
9/3/2025 12:00:00 AM,Westfield Middle School,983,Taylor B,WES04 PM,3:10:00 PM,3:31:49 PM,,3:31:49 PM,,,
9/3/2025 12:00:00 AM,Lakewood Middle School,990,Williams M,LAK01 PM,3:10:00 PM,4:02:09 PM,,4:02:09 PM,,,
9/3/2025 12:00:00 AM,Lakewood Middle School,991,Thomas D,LAK02 PM,3:10:00 PM,3:53:40 PM,,3:53:40 PM,,,
9/3/2025 12:00:00 AM,Lakewood Middle School,992,Anderson C,LAK03 PM,3:10:00 PM,3:25:25 PM,,3:25:25 PM,,,
9/3/2025 12:00:00 AM,Lakewood Middle School,993,Davis R,LAK04 PM,3:10:00 PM,3:29:36 PM,,3:29:36 PM,,,
9/3/2025 12:00:00 AM,Riverside Middle School,1000,Williams M,RIV01 PM,3:10:00 PM,3:24:39 PM,,3:24:39 PM,,,
9/3/2025 12:00:00 AM,Riverside Middle School,1001,Taylor B,RIV02 PM,3:10:00 PM,3:18:03 PM,,3:18:03 PM,,,
9/3/2025 12:00:00 AM,Riverside Middle School,1002,Wilson J,RIV03 PM,3:10:00 PM,3:31:42 PM,,3:31:42 PM,,,
9/3/2025 12:00:00 AM,Riverside Middle School,1003,Williams M,RIV04 PM,3:10:00 PM,3:22:02 PM,,3:22:02 PM,,,
9/3/2025 12:00:00 AM,Metro High School,1010,Moore A,MET01 PM,3:55:00 PM,4:18:27 PM,,4:18:27 PM,,,
9/3/2025 12:00:00 AM,Metro High School,1011,Thomas D,MET02 PM,3:55:00 PM,4:02:19 PM,,4:02:19 PM,,,
9/3/2025 12:00:00 AM,Metro High School,1012,Brown K,MET03 PM,3:55:00 PM,4:21:45 PM,,4:21:45 PM,,,
9/3/2025 12:00:00 AM,Northgate High School,1020,Taylor B,NOR01 PM,3:55:00 PM,4:39:05 PM,,4:39:05 PM,,,
9/3/2025 12:00:00 AM,Northgate High School,1021,Miller S,NOR02 PM,3:55:00 PM,4:54:18 PM,,4:54:18 PM,,,
9/3/2025 12:00:00 AM,Northgate High School,1022,Moore A,NOR03 PM,3:55:00 PM,4:28:03 PM,,4:28:03 PM,,,
9/4/2025 12:00:00 AM,Anderson Elementary,900,Thomas D,AND01 PM,2:40:00 PM,3:08:37 PM,,3:08:37 PM,,,
9/4/2025 12:00:00 AM,Anderson Elementary,901,Davis R,AND02 PM,2:40:00 PM,3:31:54 PM,,3:31:54 PM,,,
9/4/2025 12:00:00 AM,Anderson Elementary,902,Johnson T,AND03 PM,2:40:00 PM,2:48:33 PM,,2:48:33 PM,,,
9/4/2025 12:00:00 AM,Anderson Elementary,903,Taylor B,AND04 PM,2:40:00 PM,2:50:52 PM,,2:50:52 PM,,,
9/4/2025 12:00:00 AM,Anderson Elementary,904,Thomas D,AND05 PM,2:40:00 PM,3:08:42 PM,,3:08:42 PM,,,
9/4/2025 12:00:00 AM,Bammel Elementary,910,Anderson C,BAM01 PM,2:40:00 PM,3:06:17 PM,,3:06:17 PM,,,
9/4/2025 12:00:00 AM,Bammel Elementary,911,Moore A,BAM02 PM,2:40:00 PM,,,3:05:28 PM,,,
9/4/2025 12:00:00 AM,Bammel Elementary,912,Johnson T,BAM03 PM,2:40:00 PM,2:50:22 PM,,2:50:22 PM,,,
9/4/2025 12:00:00 AM,Bammel Elementary,913,Wilson J,BAM04 PM,2:40:00 PM,3:05:46 PM,,3:05:46 PM,,,
9/4/2025 12:00:00 AM,Bammel Elementary,914,Brown K,BAM05 PM,2:40:00 PM,3:30:42 PM,,3:30:42 PM,,,
9/4/2025 12:00:00 AM,Cooper Elementary,920,Anderson C,COO01 PM,2:40:00 PM,2:57:04 PM,,2:57:04 PM,,,
9/4/2025 12:00:00 AM,Cooper Elementary,921,Williams M,COO02 PM,2:40:00 PM,3:08:50 PM,,3:08:50 PM,,,
9/4/2025 12:00:00 AM,Cooper Elementary,922,Moore A,COO03 PM,2:40:00 PM,3:08:04 PM,,3:08:04 PM,,,
9/4/2025 12:00:00 AM,Cooper Elementary,923,Johnson T,COO04 PM,2:40:00 PM,3:29:35 PM,,3:29:35 PM,,,
9/4/2025 12:00:00 AM,Cooper Elementary,924,Taylor B,COO05 PM,2:40:00 PM,2:51:05 PM,,2:51:05 PM,,,
9/4/2025 12:00:00 AM,Heritage Elementary,930,Johnson T,HER01 PM,2:40:00 PM,3:21:11 PM,,3:21:11 PM,,,
9/4/2025 12:00:00 AM,Heritage Elementary,931,Davis R,HER02 PM,2:40:00 PM,3:02:54 PM,,3:02:54 PM,,,
9/4/2025 12:00:00 AM,Heritage Elementary,932,Moore A,HER03 PM,2:40:00 PM,3:00:14 PM,,3:00:14 PM,,,
9/4/2025 12:00:00 AM,Heritage Elementary,933,Johnson T,HER04 PM,2:40:00 PM,2:50:18 PM,,2:50:18 PM,,,
9/4/2025 12:00:00 AM,Heritage Elementary,934,Anderson C,HER05 PM,2:40:00 PM,2:48:37 PM,,2:48:37 PM,,,
9/4/2025 12:00:00 AM,Jenkins Elementary,940,Johnson T,JEN01 PM,2:40:00 PM,3:08:21 PM,,3:08:21 PM,,,
9/4/2025 12:00:00 AM,Jenkins Elementary,941,Taylor B,JEN02 PM,2:40:00 PM,3:24:38 PM,,3:24:38 PM,,,
9/4/2025 12:00:00 AM,Jenkins Elementary,942,Anderson C,JEN03 PM,2:40:00 PM,2:52:41 PM,,2:52:41 PM,,,
9/4/2025 12:00:00 AM,Jenkins Elementary,943,Davis R,JEN04 PM,2:40:00 PM,2:57:43 PM,,2:57:43 PM,,,
9/4/2025 12:00:00 AM,Jenkins Elementary,944,Taylor B,JEN05 PM,2:40:00 PM,2:59:07 PM,,2:59:07 PM,,,
9/4/2025 12:00:00 AM,Lewis Elementary,950,Davis R,LEW01 PM,2:40:00 PM,3:08:48 PM,,3:08:48 PM,,,
9/4/2025 12:00:00 AM,Lewis Elementary,951,Johnson T,LEW02 PM,2:40:00 PM,2:59:11 PM,,2:59:11 PM,,,
9/4/2025 12:00:00 AM,Lewis Elementary,952,Thomas D,LEW03 PM,2:40:00 PM,3:06:04 PM,,3:06:04 PM,,,
9/4/2025 12:00:00 AM,Lewis Elementary,953,Taylor B,LEW04 PM,2:40:00 PM,2:56:49 PM,,2:56:49 PM,,,
9/4/2025 12:00:00 AM,Lewis Elementary,954,Miller S,LEW05 PM,2:40:00 PM,3:04:31 PM,,3:04:31 PM,,,
9/4/2025 12:00:00 AM,Marshall Elementary,960,Brown K,MAR01 PM,2:40:00 PM,3:08:52 PM,,3:08:52 PM,,,
9/4/2025 12:00:00 AM,Marshall Elementary,961,Taylor B,MAR02 PM,2:40:00 PM,2:57:19 PM,,2:57:19 PM,,,
9/4/2025 12:00:00 AM,Marshall Elementary,962,Miller S,MAR03 PM,2:40:00 PM,2:52:13 PM,,2:52:13 PM,,,
9/4/2025 12:00:00 AM,Marshall Elementary,963,Johnson T,MAR04 PM,2:40:00 PM,2:55:59 PM,,2:55:59 PM,,,
9/4/2025 12:00:00 AM,Marshall Elementary,964,Thomas D,MAR05 PM,2:40:00 PM,3:36:46 PM,,3:36:46 PM,,,
9/4/2025 12:00:00 AM,Reynolds Elementary,970,Williams M,REY01 PM,2:40:00 PM,3:08:36 PM,,3:08:36 PM,,,
9/4/2025 12:00:00 AM,Reynolds Elementary,971,Moore A,REY02 PM,2:40:00 PM,2:53:05 PM,,2:53:05 PM,,,
9/4/2025 12:00:00 AM,Reynolds Elementary,972,Wilson J,REY03 PM,2:40:00 PM,3:05:51 PM,,3:05:51 PM,,,
9/4/2025 12:00:00 AM,Reynolds Elementary,973,Miller S,REY04 PM,2:40:00 PM,2:59:00 PM,,2:59:00 PM,,,
9/4/2025 12:00:00 AM,Reynolds Elementary,974,Anderson C,REY05 PM,2:40:00 PM,2:55:04 PM,,2:55:04 PM,,,
9/4/2025 12:00:00 AM,Westfield Middle School,980,Miller S,WES01 PM,3:10:00 PM,4:01:03 PM,,4:01:03 PM,,,
9/4/2025 12:00:00 AM,Westfield Middle School,981,Anderson C,WES02 PM,3:10:00 PM,,,3:49:34 PM,,,
9/4/2025 12:00:00 AM,Westfield Middle School,982,Johnson T,WES03 PM,3:10:00 PM,3:22:13 PM,,3:22:13 PM,,,
9/4/2025 12:00:00 AM,Westfield Middle School,983,Moore A,WES04 PM,3:10:00 PM,3:26:21 PM,,3:26:21 PM,,,
9/4/2025 12:00:00 AM,Lakewood Middle School,990,Miller S,LAK01 PM,3:10:00 PM,3:18:38 PM,,3:18:38 PM,,,
9/4/2025 12:00:00 AM,Lakewood Middle School,991,Anderson C,LAK02 PM,3:10:00 PM,3:19:24 PM,,3:19:24 PM,,,
9/4/2025 12:00:00 AM,Lakewood Middle School,992,Davis R,LAK03 PM,3:10:00 PM,3:31:51 PM,,3:31:51 PM,,,
9/4/2025 12:00:00 AM,Lakewood Middle School,993,Anderson C,LAK04 PM,3:10:00 PM,3:51:15 PM,,3:51:15 PM,,,
9/4/2025 12:00:00 AM,Riverside Middle School,1000,Taylor B,RIV01 PM,3:10:00 PM,3:32:32 PM,,3:32:32 PM,,,
9/4/2025 12:00:00 AM,Riverside Middle School,1001,Taylor B,RIV02 PM,3:10:00 PM,3:19:59 PM,,3:19:59 PM,,,
9/4/2025 12:00:00 AM,Riverside Middle School,1002,Thomas D,RIV03 PM,3:10:00 PM,3:28:26 PM,,3:28:26 PM,,,
9/4/2025 12:00:00 AM,Riverside Middle School,1003,Taylor B,RIV04 PM,3:10:00 PM,3:28:16 PM,,3:28:16 PM,,,
9/4/2025 12:00:00 AM,Metro High School,1010,Williams M,MET01 PM,3:55:00 PM,4:16:58 PM,,4:16:58 PM,,,
9/4/2025 12:00:00 AM,Metro High School,1011,Brown K,MET02 PM,3:55:00 PM,4:54:21 PM,,4:54:21 PM,,,
9/4/2025 12:00:00 AM,Metro High School,1012,Johnson T,MET03 PM,3:55:00 PM,4:35:48 PM,,4:35:48 PM,,,
9/4/2025 12:00:00 AM,Northgate High School,1020,Brown K,NOR01 PM,3:55:00 PM,4:00:37 PM,,4:00:37 PM,,,
9/4/2025 12:00:00 AM,Northgate High School,1021,Wilson J,NOR02 PM,3:55:00 PM,4:10:03 PM,,4:10:03 PM,,,
9/4/2025 12:00:00 AM,Northgate High School,1022,Anderson C,NOR03 PM,3:55:00 PM,4:04:02 PM,,4:04:02 PM,,,
9/5/2025 12:00:00 AM,Anderson Elementary,900,Anderson C,AND01 PM,2:40:00 PM,2:53:31 PM,,2:53:31 PM,,,
9/5/2025 12:00:00 AM,Anderson Elementary,901,Miller S,AND02 PM,2:40:00 PM,3:02:53 PM,,3:02:53 PM,,,
9/5/2025 12:00:00 AM,Anderson Elementary,902,Thomas D,AND03 PM,2:40:00 PM,2:45:23 PM,,2:45:23 PM,,,
9/5/2025 12:00:00 AM,Anderson Elementary,903,Taylor B,AND04 PM,2:40:00 PM,3:26:16 PM,,3:26:16 PM,,,
9/5/2025 12:00:00 AM,Anderson Elementary,904,Williams M,AND05 PM,2:40:00 PM,2:50:32 PM,,2:50:32 PM,,,
9/5/2025 12:00:00 AM,Bammel Elementary,910,Anderson C,BAM01 PM,2:40:00 PM,3:07:50 PM,,3:07:50 PM,,,
9/5/2025 12:00:00 AM,Bammel Elementary,911,Anderson C,BAM02 PM,2:40:00 PM,2:57:55 PM,,2:57:55 PM,,,
9/5/2025 12:00:00 AM,Bammel Elementary,912,Taylor B,BAM03 PM,2:40:00 PM,2:47:33 PM,,2:47:33 PM,,,
9/5/2025 12:00:00 AM,Bammel Elementary,913,Moore A,BAM04 PM,2:40:00 PM,2:53:39 PM,,2:53:39 PM,,,
9/5/2025 12:00:00 AM,Bammel Elementary,914,Wilson J,BAM05 PM,2:40:00 PM,3:00:31 PM,,3:00:31 PM,,,
9/5/2025 12:00:00 AM,Cooper Elementary,920,Wilson J,COO01 PM,2:40:00 PM,3:21:15 PM,,3:21:15 PM,,,
9/5/2025 12:00:00 AM,Cooper Elementary,921,Taylor B,COO02 PM,2:40:00 PM,3:00:53 PM,,3:00:53 PM,,,
9/5/2025 12:00:00 AM,Cooper Elementary,922,Moore A,COO03 PM,2:40:00 PM,2:58:03 PM,,2:58:03 PM,,,
9/5/2025 12:00:00 AM,Cooper Elementary,923,Wilson J,COO04 PM,2:40:00 PM,2:52:21 PM,,2:52:21 PM,,,
9/5/2025 12:00:00 AM,Cooper Elementary,924,Taylor B,COO05 PM,2:40:00 PM,3:04:39 PM,,3:04:39 PM,,,
9/5/2025 12:00:00 AM,Heritage Elementary,930,Johnson T,HER01 PM,2:40:00 PM,3:02:04 PM,,3:02:04 PM,,,
9/5/2025 12:00:00 AM,Heritage Elementary,931,Wilson J,HER02 PM,2:40:00 PM,3:40:23 PM,,3:40:23 PM,,,
9/5/2025 12:00:00 AM,Heritage Elementary,932,Davis R,HER03 PM,2:40:00 PM,3:00:02 PM,,3:00:02 PM,,,
9/5/2025 12:00:00 AM,Heritage Elementary,933,Davis R,HER04 PM,2:40:00 PM,3:31:25 PM,,3:31:25 PM,,,
9/5/2025 12:00:00 AM,Heritage Elementary,934,Williams M,HER05 PM,2:40:00 PM,3:02:38 PM,,3:02:38 PM,,,
9/5/2025 12:00:00 AM,Jenkins Elementary,940,Thomas D,JEN01 PM,2:40:00 PM,,,3:01:29 PM,,,
9/5/2025 12:00:00 AM,Jenkins Elementary,941,Davis R,JEN02 PM,2:40:00 PM,2:58:35 PM,,2:58:35 PM,,,
9/5/2025 12:00:00 AM,Jenkins Elementary,942,Anderson C,JEN03 PM,2:40:00 PM,3:33:06 PM,,3:33:06 PM,,,
9/5/2025 12:00:00 AM,Jenkins Elementary,943,Moore A,JEN04 PM,2:40:00 PM,2:49:51 PM,,2:49:51 PM,,,
9/5/2025 12:00:00 AM,Jenkins Elementary,944,Anderson C,JEN05 PM,2:40:00 PM,3:00:33 PM,,3:00:33 PM,,,
9/5/2025 12:00:00 AM,Lewis Elementary,950,Davis R,LEW01 PM,2:40:00 PM,2:55:44 PM,,2:55:44 PM,,,
9/5/2025 12:00:00 AM,Lewis Elementary,951,Johnson T,LEW02 PM,2:40:00 PM,3:05:15 PM,,3:05:15 PM,,,
9/5/2025 12:00:00 AM,Lewis Elementary,952,Anderson C,LEW03 PM,2:40:00 PM,,,2:51:47 PM,,,
9/5/2025 12:00:00 AM,Lewis Elementary,953,Williams M,LEW04 PM,2:40:00 PM,2:50:40 PM,,2:50:40 PM,,,
9/5/2025 12:00:00 AM,Lewis Elementary,954,Anderson C,LEW05 PM,2:40:00 PM,3:32:17 PM,,3:32:17 PM,,,
9/5/2025 12:00:00 AM,Marshall Elementary,960,Wilson J,MAR01 PM,2:40:00 PM,3:07:23 PM,,3:07:23 PM,,,
9/5/2025 12:00:00 AM,Marshall Elementary,961,Taylor B,MAR02 PM,2:40:00 PM,3:00:00 PM,,3:00:00 PM,,,
9/5/2025 12:00:00 AM,Marshall Elementary,962,Taylor B,MAR03 PM,2:40:00 PM,2:59:21 PM,,2:59:21 PM,,,
9/5/2025 12:00:00 AM,Marshall Elementary,963,Thomas D,MAR04 PM,2:40:00 PM,2:51:17 PM,,2:51:17 PM,,,
9/5/2025 12:00:00 AM,Marshall Elementary,964,Miller S,MAR05 PM,2:40:00 PM,2:47:37 PM,,2:47:37 PM,,,
9/5/2025 12:00:00 AM,Reynolds Elementary,970,Brown K,REY01 PM,2:40:00 PM,2:55:36 PM,,2:55:36 PM,,,
9/5/2025 12:00:00 AM,Reynolds Elementary,971,Miller S,REY02 PM,2:40:00 PM,2:52:13 PM,,2:52:13 PM,,,
9/5/2025 12:00:00 AM,Reynolds Elementary,972,Brown K,REY03 PM,2:40:00 PM,2:59:27 PM,,2:59:27 PM,,,
9/5/2025 12:00:00 AM,Reynolds Elementary,973,Anderson C,REY04 PM,2:40:00 PM,2:54:53 PM,,2:54:53 PM,,,
9/5/2025 12:00:00 AM,Reynolds Elementary,974,Thomas D,REY05 PM,2:40:00 PM,2:59:31 PM,,2:59:31 PM,,,
9/5/2025 12:00:00 AM,Westfield Middle School,980,Williams M,WES01 PM,3:10:00 PM,3:29:49 PM,,3:29:49 PM,,,
9/5/2025 12:00:00 AM,Westfield Middle School,981,Thomas D,WES02 PM,3:10:00 PM,,,3:31:21 PM,,,
9/5/2025 12:00:00 AM,Westfield Middle School,982,Williams M,WES03 PM,3:10:00 PM,3:35:17 PM,,3:35:17 PM,,,
9/5/2025 12:00:00 AM,Westfield Middle School,983,Miller S,WES04 PM,3:10:00 PM,3:30:11 PM,,3:30:11 PM,,,
9/5/2025 12:00:00 AM,Lakewood Middle School,990,Williams M,LAK01 PM,3:10:00 PM,3:19:05 PM,,3:19:05 PM,,,
9/5/2025 12:00:00 AM,Lakewood Middle School,991,Taylor B,LAK02 PM,3:10:00 PM,3:47:41 PM,,3:47:41 PM,,,
9/5/2025 12:00:00 AM,Lakewood Middle School,992,Wilson J,LAK03 PM,3:10:00 PM,3:36:25 PM,,3:36:25 PM,,,
9/5/2025 12:00:00 AM,Lakewood Middle School,993,Davis R,LAK04 PM,3:10:00 PM,3:23:38 PM,,3:23:38 PM,,,
9/5/2025 12:00:00 AM,Riverside Middle School,1000,Brown K,RIV01 PM,3:10:00 PM,3:33:53 PM,,3:33:53 PM,,,
9/5/2025 12:00:00 AM,Riverside Middle School,1001,Taylor B,RIV02 PM,3:10:00 PM,3:15:49 PM,,3:15:49 PM,,,
9/5/2025 12:00:00 AM,Riverside Middle School,1002,Wilson J,RIV03 PM,3:10:00 PM,3:19:19 PM,,3:19:19 PM,,,
9/5/2025 12:00:00 AM,Riverside Middle School,1003,Miller S,RIV04 PM,3:10:00 PM,3:46:18 PM,,3:46:18 PM,,,
9/5/2025 12:00:00 AM,Metro High School,1010,Williams M,MET01 PM,3:55:00 PM,4:47:53 PM,,4:47:53 PM,,,
9/5/2025 12:00:00 AM,Metro High School,1011,Brown K,MET02 PM,3:55:00 PM,4:16:35 PM,,4:16:35 PM,,,
9/5/2025 12:00:00 AM,Metro High School,1012,Anderson C,MET03 PM,3:55:00 PM,4:21:40 PM,,4:21:40 PM,,,
9/5/2025 12:00:00 AM,Northgate High School,1020,Thomas D,NOR01 PM,3:55:00 PM,4:20:22 PM,,4:20:22 PM,,,
9/5/2025 12:00:00 AM,Northgate High School,1021,Moore A,NOR02 PM,3:55:00 PM,4:05:29 PM,,4:05:29 PM,,,
9/5/2025 12:00:00 AM,Northgate High School,1022,Thomas D,NOR03 PM,3:55:00 PM,4:34:46 PM,,4:34:46 PM,,,
9/8/2025 12:00:00 AM,Anderson Elementary,900,Moore A,AND01 PM,2:40:00 PM,2:53:36 PM,,2:53:36 PM,,,
9/8/2025 12:00:00 AM,Anderson Elementary,901,Anderson C,AND02 PM,2:40:00 PM,3:29:48 PM,,3:29:48 PM,,,
9/8/2025 12:00:00 AM,Anderson Elementary,902,Johnson T,AND03 PM,2:40:00 PM,2:59:00 PM,,2:59:00 PM,,,
9/8/2025 12:00:00 AM,Anderson Elementary,903,Brown K,AND04 PM,2:40:00 PM,2:52:09 PM,,2:52:09 PM,,,
9/8/2025 12:00:00 AM,Anderson Elementary,904,Taylor B,AND05 PM,2:40:00 PM,3:00:42 PM,,3:00:42 PM,,,
9/8/2025 12:00:00 AM,Bammel Elementary,910,Davis R,BAM01 PM,2:40:00 PM,2:54:52 PM,,2:54:52 PM,,,
9/8/2025 12:00:00 AM,Bammel Elementary,911,Moore A,BAM02 PM,2:40:00 PM,3:04:11 PM,,3:04:11 PM,,,
9/8/2025 12:00:00 AM,Bammel Elementary,912,Wilson J,BAM03 PM,2:40:00 PM,2:52:08 PM,,2:52:08 PM,,,
9/8/2025 12:00:00 AM,Bammel Elementary,913,Miller S,BAM04 PM,2:40:00 PM,2:57:43 PM,,2:57:43 PM,,,
9/8/2025 12:00:00 AM,Bammel Elementary,914,Moore A,BAM05 PM,2:40:00 PM,3:22:43 PM,,3:22:43 PM,,,
9/8/2025 12:00:00 AM,Cooper Elementary,920,Johnson T,COO01 PM,2:40:00 PM,3:06:25 PM,,3:06:25 PM,,,
9/8/2025 12:00:00 AM,Cooper Elementary,921,Moore A,COO02 PM,2:40:00 PM,3:00:45 PM,,3:00:45 PM,,,
9/8/2025 12:00:00 AM,Cooper Elementary,922,Williams M,COO03 PM,2:40:00 PM,3:07:37 PM,,3:07:37 PM,,,
9/8/2025 12:00:00 AM,Cooper Elementary,923,Thomas D,COO04 PM,2:40:00 PM,3:00:29 PM,,3:00:29 PM,,,
9/8/2025 12:00:00 AM,Cooper Elementary,924,Wilson J,COO05 PM,2:40:00 PM,2:54:22 PM,,2:54:22 PM,,,
9/8/2025 12:00:00 AM,Heritage Elementary,930,Miller S,HER01 PM,2:40:00 PM,2:52:11 PM,,2:52:11 PM,,,
9/8/2025 12:00:00 AM,Heritage Elementary,931,Brown K,HER02 PM,2:40:00 PM,3:08:52 PM,,3:08:52 PM,,,
9/8/2025 12:00:00 AM,Heritage Elementary,932,Williams M,HER03 PM,2:40:00 PM,3:08:05 PM,,3:08:05 PM,,,
9/8/2025 12:00:00 AM,Heritage Elementary,933,Moore A,HER04 PM,2:40:00 PM,3:14:50 PM,,3:14:50 PM,,,
9/8/2025 12:00:00 AM,Heritage Elementary,934,Thomas D,HER05 PM,2:40:00 PM,2:58:17 PM,,2:58:17 PM,,,
9/8/2025 12:00:00 AM,Jenkins Elementary,940,Anderson C,JEN01 PM,2:40:00 PM,2:51:01 PM,,2:51:01 PM,,,
9/8/2025 12:00:00 AM,Jenkins Elementary,941,Miller S,JEN02 PM,2:40:00 PM,2:52:04 PM,,2:52:04 PM,,,
9/8/2025 12:00:00 AM,Jenkins Elementary,942,Taylor B,JEN03 PM,2:40:00 PM,3:11:21 PM,,3:11:21 PM,,,
9/8/2025 12:00:00 AM,Jenkins Elementary,943,Taylor B,JEN04 PM,2:40:00 PM,2:57:02 PM,,2:57:02 PM,,,
9/8/2025 12:00:00 AM,Jenkins Elementary,944,Taylor B,JEN05 PM,2:40:00 PM,2:55:28 PM,,2:55:28 PM,,,
9/8/2025 12:00:00 AM,Lewis Elementary,950,Thomas D,LEW01 PM,2:40:00 PM,2:54:35 PM,,2:54:35 PM,,,
9/8/2025 12:00:00 AM,Lewis Elementary,951,Anderson C,LEW02 PM,2:40:00 PM,2:48:36 PM,,2:48:36 PM,,,
9/8/2025 12:00:00 AM,Lewis Elementary,952,Moore A,LEW03 PM,2:40:00 PM,2:56:40 PM,,2:56:40 PM,,,
9/8/2025 12:00:00 AM,Lewis Elementary,953,Anderson C,LEW04 PM,2:40:00 PM,2:59:10 PM,,2:59:10 PM,,,
9/8/2025 12:00:00 AM,Lewis Elementary,954,Miller S,LEW05 PM,2:40:00 PM,3:23:37 PM,,3:23:37 PM,,,
9/8/2025 12:00:00 AM,Marshall Elementary,960,Davis R,MAR01 PM,2:40:00 PM,3:30:36 PM,,3:30:36 PM,,,
9/8/2025 12:00:00 AM,Marshall Elementary,961,Thomas D,MAR02 PM,2:40:00 PM,3:04:56 PM,,3:04:56 PM,,,
9/8/2025 12:00:00 AM,Marshall Elementary,962,Anderson C,MAR03 PM,2:40:00 PM,3:16:30 PM,,3:16:30 PM,,,
9/8/2025 12:00:00 AM,Marshall Elementary,963,Brown K,MAR04 PM,2:40:00 PM,2:59:15 PM,,2:59:15 PM,,,
9/8/2025 12:00:00 AM,Marshall Elementary,964,Williams M,MAR05 PM,2:40:00 PM,2:47:00 PM,,2:47:00 PM,,,
9/8/2025 12:00:00 AM,Reynolds Elementary,970,Anderson C,REY01 PM,2:40:00 PM,3:28:07 PM,,3:28:07 PM,,,
